Paper_Name,Year,Citation_Number,Author_Name,Snippet,Link
EFX Exists for Three Agents,2020,88,Bhaskar Ray Chaudhury/Jugal Garg/Kurt Mehlhorn,"… agents. In this paper, we show constructively that an EFX allocation always exists for three agents… [9] by showing an instance with three agents for which there is a partial EFX allocation (…",https://dl.acm.org/doi/abs/10.1145/3391403.3399511
Best of Both Worlds: Ex-Ante and Ex-Post Fairness in Resource Allocation,2020,38,Rupert Freeman/Nisarg Shah/Rohit Vaish,"We study the problem of allocating indivisible goods among agents. When randomization is allowed, it is possible to achieve compelling fairness guarantees such as envy-freeness (Foley, 1967), which states that no agent should (in expectation) prefer any other agent's allocation to her own. For instance, we can simply allocate each good, independently of the other goods, to an agent chosen uniformly at random. However, while this scheme is fair ex-ante, it may produce outcomes that are very unfair ex-post, such as by chance assigning all …",https://dl.acm.org/doi/abs/10.1145/3391403.3399537
One Dollar Each Eliminates Envy,2020,22,Johannes Brustle/Jack Dippel/Vishnu V. Narayan/Mashbat Suzuki/Adrian Vetta,"… Further, we prove that for general monotonic valuation functions an envy-free allocation … is an envy-free allocation where each agent receives a subsidy of at most 2(𝑛 − 1) dollars, for a …",https://dl.acm.org/doi/abs/10.1145/3391403.3399447
Data and Incentives,2020,17,Annie Liang/Erik Madsen,"… data regimes— under proprietary data, firms observe data linkages only for agents in their submarket, while under data … We show that data sharing may reduce the welfare generated by …",https://dl.acm.org/doi/pdf/10.1145/3391403.3399474
Judged in Hindsight: Regulatory Incentives in Approving Innovations,2020,2,Suraj Malladi,"I study how limited information and ex-post evaluation by third parties affect how regulators design approval rules for innovations. I consider a model in which the regulator designs approval rules to minimize criticism for approval errors and for imposing a costly approval process on innovating firms. This model can explain observed patterns of correlation between firm costs and benefits of approval, why regulators drag their feet on approval decisions even in the face of strong favorable evidence, and support for regulatory …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3565187
Sequential Fundraising and Social Insurance,2020,3,Amir Ban/Moran Koren,"Seed fundraising for ventures often takes place by sequentially approaching potential contributors, whose decisions are observed by other contributors. The fundraising succeeds when a target number of investments is reached. When a single investment suffices, this setting resembles the classic information cascades model. However, when more than one investment is needed, the solution is radically different and exhibits surprising complexities. We analyze a setting where contributors' levels of information are iid draws from a known …",https://dl.acm.org/doi/abs/10.1145/3391403.3399479
The Multiplayer Colonel Blotto Game,2020,27,Enric Boix-Adserà/Benjamin L. Edelman/Siddhartha Jayanti,… Consider the k-player Colonel Blotto games with equal budgets and n battlefields of … Blotto which we call the Boolean Colonel Blotto game. Boolean Blotto is the same as normal Blotto …,https://dl.acm.org/doi/abs/10.1145/3391403.3399555
Escaping Saddle Points in Constant Dimensional Spaces: An Agent-based Modeling Perspective,2020,0,Grant Schoenebeck/Fang-Yi Yu,"We study a large family of stochastic processes that update a limited amount in each step. One family of such examples is agent-based modeling, where one agent at a time updates, so the state has small changes in each step. A key question is how this family of stochastic processes is approximated by their mean-field approximations. Prior work shows that the stochastic processes escape repelling fixed points and saddle points in polynomial time. We provide a tight analysis of the above question. For any non-attracting hyperbolic fixed point …",https://dl.acm.org/doi/abs/10.1145/3391403.3399494
A Complete Characterization of Infinitely Repeated Two-Player Games having Computable Strategies with no Computable Best Response under Limit-of-Means Payoff,2020,1,Jakub Dargaj/Jakob Grue Simonsen,"It is well-known that for infinitely repeated games, there are computable strategies that have best responses, but no computable best responses. These results were originally proved for either specific games (eg, Prisoner's dilemma), or for classes of games satisfying certain conditions not known to be both necessary and sufficient. We derive a complete characterization in the form of simple necessary and sufficient conditions for the existence of a computable strategy without a computable best response under limit-of-means payoff. We …",https://dl.acm.org/doi/abs/10.1145/3391403.3399520
Designing Informative Rating Systems: Evidence from an Online Labor Market,2020,19,Nikhil Garg/Ramesh Johari,"Problem definition: Platforms critically rely on rating systems to learn the quality of market participants. In practice, however, ratings are often highly inflated and therefore, not very informative. In this paper, we first investigate whether the platform can obtain less inflated, more informative ratings by altering the meaning and relative importance of the levels in the rating system. Second, we seek a principled approach for the platform to make these choices in the design of the rating system. Academic/practical relevance: Platforms critically …",https://pubsonline.informs.org/doi/abs/10.1287/msom.2020.0921
The Effects of Influencer Advertising Disclosure Regulations: Evidence From Instagram,2020,14,Daniel Ershov/Matthew Mitchell,"We collect data from fifty top Instagram influencers in Germany and Spain from 2014 to 2019. Germany experienced changes in disclosure regulation for social media sponsorship during the sample period. Using a difference-in-difference approach, we study the impact of the the rules on the content of posts and the nature of interaction of followers with the posts. On the content side, we measure whether posts include suggested disclosure terms and show variable but substantial adoption of disclosure. We use an approach based on a fixed …",https://dl.acm.org/doi/abs/10.1145/3391403.3399477
The Engagement-Diversity Connection: Evidence from a Field Experiment on Spotify,2020,53,David Holtz/Ben Carterette/Praveen Chandar/Zahra Nazari/Henriette Cramer/Sinan Aral,"We present results from a large-scale, randomized field experiment on Spotify testing the effect of personalized recommendations on consumption diversity. In the experiment, both control and treatment users were given podcast recommendations, with the sole aim of increasing podcast consumption. However, the recommendations provided to treatment users were personalized based on their music listening history, whereas control users were recommended the most popular podcasts among users in their demographic group …",https://dl.acm.org/doi/abs/10.1145/3391403.3399532
Strategic Formation and Reliability of Supply Chain Networks,2020,5,Victor Amelkin/Rakesh Vohra,"We study the incentives that independent self-interested agents have in forming a resilient supply chain network in the face of disruptions and competition. Competing suppliers are subject to yield uncertainty and congestion. Competing retailers make sourcing decisions based on price and reliability. Under yield uncertainty only, retailers---benefiting from supply variance---concentrate their links on a single supplier, counter to the idea that they should mitigate yield uncertainty by multi-sourcing. When congestion is added, the resulting …",https://dl.acm.org/doi/abs/10.1145/3391403.3399450
Portfolio Compression in Financial Networks: Incentives and Systemic Risk,2020,15,Steffen Schuldenzucker/Sven Seuken,"We study portfolio compression, a procedure that removes cycles of liabilities in a financial network. We analyze the effect of compression on social welfare and the banks' incentives to accept a compression proposal. Regarding social welfare, we show that, contrary to conventional wisdom, compression may be detrimental and banks' incentives may be misaligned with social welfare. We then derive sufficient conditions that guarantee that compression leads to a Pareto improvement for all banks. Regarding incentives, it is known …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3135960
Resource-Aware Protocols for Network Cost-Sharing Games,2020,4,George Christodoulou/Vasilis Gkatzelis/Mohamad Latifian/Alkmini Sgouritsa,"We study the extent to which decentralized cost-sharing protocols can achieve good price of anarchy (PoA) bounds in network cost-sharing games with nagents. We focus on the model of resource-aware protocols, where the designer has prior access to the network structure and can also increase the total cost of an edge (overcharging), and we study classes of games with concave or convex cost functions. We first consider concave cost functions and our main result is a cost-sharing protocol for symmetric games on directed acyclic graphs …",https://dl.acm.org/doi/abs/10.1145/3391403.3399528
Allocation with Correlated Information: Too Good to be True,2020,9,Deniz Kattwinkel,"A principal can allocate a good to an agent. The agent privately learns the value of the good while the principal privately learns the cost. Value and cost are correlated. The agent wants to have the good in any case. The principal wants to allocate whenever the value exceeds the cost. She cannot use monetary transfers to screen the agent. I study how the principal utilizes her information in the optimal mechanism: when the correlation is negative, she bases her decision only on the costs, and when the correlation is positive, she screens the …",https://dl.acm.org/doi/abs/10.1145/3391403.3399536
Incentive-Compatible Selection Mechanisms for Forests,2020,7,Yakov Babichenko/Oren Dean/Moshe Tennenholtz,"Given a directed forest-graph, a probabilistic selection mechanismis a probability distribution over the vertex set. A selection mechanism is incentive-compatible (IC), if the probability assigned to a vertex does not change when we alter its outgoing edge (or even remove it). The quality of a selection mechanism is the worst-case ratio between the expected progeny under the mechanism's distribution and the maximal progeny in the forest. In this paper we prove an upper bound of 4/5 and a lower bound of 1/łn16~ 0.36 for the quality of any IC …",https://dl.acm.org/doi/abs/10.1145/3391403.3399456
Characterization of Group-strategyproof Mechanisms for Facility Location in Strictly Convex Space,2020,9,Pingzhong Tang/Dingli Yu/Shengyu Zhao,"We characterize the class of group-strategyproof mechanisms for the single facility location game in any unconstrained strictly convex space. A mechanism is group-strategyproof, if no group of agents can misreport so that all its members are strictlybetter off. A strictly convex space is a normed vector space where| x+ y|< 2 holds for any pair of different unit vectors x≠ y, eg, any Lp space with p∈(1,∞). We show that any deterministic, unanimous, group-strategyproof mechanism must be dictatorial, and that any randomized, unanimous …",https://dl.acm.org/doi/abs/10.1145/3391403.3399471
Prophet Inequalities with Linear Correlations and Augmentations,2020,13,Nicole Immorlica/Sahil Singla/Bo Waggoner,"In a classical online decision problem, a decision-maker who is trying to maximize her value inspects a sequence of arriving items to learn their values (drawn from known distributions), and decides when to stop the process by taking the current item. The goal is to prove a"" prophet inequality"": that she can do approximately as well as a prophet with foreknowledge of all the values. In this work, we investigate this problem when the values are allowed to be correlated. Since non-trivial guarantees are impossible for arbitrary correlations, we …",https://dl.acm.org/doi/abs/10.1145/3391403.3399452
On Optimal Ordering in the Optimal Stopping Problem,2020,27,Shipra Agrawal/Jay Sethuraman/Xingyu Zhang,"Consider a player who can probe a sequence of n independent random variables X1,..., Xn with known distributions. After observing (the realized value of) Xi, the player needs to decide whether to stop and earn reward Xi, or reject the reward and probe the next variable Xi+ 1. The goal is to maximize the expected reward at the stopping time. This is an instance of the optimal stopping problem, which is a fundamental problem studied from many different aspects in mathematics, statistics, and computer science, and has found a wide variety of …",https://dl.acm.org/doi/abs/10.1145/3391403.3399484
The Secretary Recommendation Problem,2020,10,Niklas Hahn/Martin Hoefer/Rann Smorodinsky,… We revisit the basic variant of the classical secretary problem. We propose a new approach … (the sender) that evaluates the secretary performance and one (the receiver) that makes the …,https://www.sciencedirect.com/science/article/pii/S0899825622000793
Escaping Cannibalization? Correlation-Robust Pricing for a Unit-Demand Buyer,2020,3,Moshe Babaioff/Michal Feldman/Yannai A. Gonczarowski/Brendan Lucier/Inbal Talgam-Cohen,"We consider a robust version of the revenue maximization problem, where a single seller wishes to sell $ n $ items to a single unit-demand buyer. In this robust version, the seller knows the buyer's marginal value distribution for each item separately, but not the joint distribution, and prices the items to maximize revenue in the worst case over all compatible correlation structures. We devise a computationally efficient (polynomial in the support size of the marginals) algorithm that computes the worst-case joint distribution for any choice of …",https://arxiv.org/abs/2003.05913
Optimal Mechanism Design for Single-Minded Agents,2020,12,Nikhil R. Devanur/Kira Goldner/Raghuvansh R. Saxena/Ariel Schvartzman/S. Matthew Weinberg,"We consider optimal (revenue maximizing) mechanism design in the interdimensional setting, where one dimension is the'value'of the buyer, and the other is a'type'that captures some auxiliary information. A prototypical example of this is the FedEx Problem, for which Fiat et al.[2016] characterize the optimal mechanism for a single agent. Another example of this is when the type encodes the buyer's budget [DW17]. The question we address is how far can such characterizations goIn particular, we consider the setting of single-minded …",https://dl.acm.org/doi/abs/10.1145/3391403.3399454
More Revenue from Two Samples via Factor Revealing SDPs,2020,15,Constantinos Daskalakis/Manolis Zampetakis,"We consider the classical problem of selling a single item to a single bidder whose value for the item is drawn from a regular distribution F, in a"" data-poor''regime where Fis not known to the seller, and very few samples from Fare available. Prior work [Dhangwatnotai et al'10] has shown that one sample from Fcan be used to attain a 1/2-factor approximation to the optimal revenue, but it has been challenging to improve this guarantee when more samples from Fare provided, even when two samples from Fare provided. In this case, the best …",https://dl.acm.org/doi/abs/10.1145/3391403.3399543
Pricing for the Stars: Dynamic Pricing in the Presence of Rating Systems,2020,14,André Stenzel/Christoph Wolf/Peter Schmidt,"Maintaining good ratings increases the profits of sellers on online platforms. We analyze the role of strategic pricing for ratings management in a setting where a monopolist sells a good of unknown quality. Higher prices reduce the value for money, which on average worsens reviews. However, higher prices also induce only those consumers with a strong taste for the product to purchase, which on average improves reviews. We provide conditions under which the latter effect dominates so that ratings management leads to an upward pressure …",https://dl.acm.org/doi/abs/10.1145/3391403.3399522
The Value of Observability in Dynamic Pricing,2020,3,José R. Correa/Dana Pizarro/Gustavo J. Vulcano,"Research on dynamic pricing has been growing during the last four decades due to its use in practice by a variety of companies as well as the several model variants that can be considered. In this work, we consider the particular pricing problem where a firm wants to sell one item to a single buyer in order to maximize expected revenues. The firm commits to a price function over an infinite horizon. The buyer has a private value for the item and purchases at the time when his utility is maximized. In our model, the buyer is more impatient …",https://dl.acm.org/doi/abs/10.1145/3391403.3399489
Loot Box Pricing and Design,2020,28,Ningyuan Chen/Adam N. Elmachtoub/Michael L. Hamilton/Xiao Lei,"… loot box, which is a random bundle of virtual items whose contents are not revealed until after purchase. In this work, we consider how to optimally price and design loot boxes … loot boxes…",https://dl.acm.org/doi/abs/10.1145/3391403.3399503
Minimum Earnings Regulation and the Stability of Marketplaces,2020,23,Arash Asadpour/Ilan Lobel/Garrett J. van Ryzin,"Problem definition: New York City and Seattle recently enacted minimum earnings regulations for ride-hailing providers that are based on their utilization rates. The regulations are intended to deliver minimum earnings while preserving the flexibility of the independent contractor model of work. Academic/practical relevance: This kind of regulation has the potential to impact marketplace stability, which we define as the ability of platforms to keep wages bounded while maintaining the current flexible (free-entry) work model. Methodology …",https://pubsonline.informs.org/doi/abs/10.1287/msom.2022.1150
Balancing Agent Retention and Waiting Time in Service Platforms,2020,11,Marcelo Olivares/Andrés Musalem/Daniel Yung,"In many service industries, the speed of service and support by experienced employees are two major drivers of service quality. When demand for a service is variable and the staffing requirements cannot be adjusted quickly, choosing capacity levels requires making a tradeoff between service speed and operating costs, both of which depend on worker utilization. However, recent business models have enabled service systems to access a large pool of employees with flexible working hours that are compensated through piece …",https://pubsonline.informs.org/doi/abs/10.1287/opre.2022.2418
Online Policies for Efficient Volunteer Crowdsourcing,2020,37,Vahideh H. Manshadi/Scott Rodilitz,"Nonprofit crowdsourcing platforms such as food recovery organizations rely on volunteers to perform time-sensitive tasks. Thus, their success crucially depends on efficient volunteer utilization and engagement. To encourage volunteers to complete a task, platforms use nudging mechanisms to notify a subset of volunteers with the hope that at least one of them responds positively. However, since excessive notifications may reduce volunteer engagement, the platform faces a trade-off between notifying more volunteers for the current …",https://dl.acm.org/doi/abs/10.1145/3391403.3399519
Queue Lengths as Constantly Adapting Prices: Allocative Efficiency Under Random Dynamics,2020,3,Itai Ashlagi/Jacob D. Leshno/Pengyu Qian/Amin Saberi,"Waiting lists are common mechanisms for allocating scarce items without monetary transfers. Examples include the allocation of cadaver organs to patients in need of a transplant, public housing apartments to applicants, health care services to patients, and even spots at childcare centers to parents. In all these markets waiting times play the role of prices in guiding the allocation and rationing items. But while prices are set by the designer, waiting times are endogenously determined by the number of agents waiting. Moreover …",https://dl.acm.org/doi/abs/10.1145/3391403.3399539
Stability and Learning in Strategic Queuing Systems,2020,18,Jason Gaitonde/Éva Tardos,"Bounding the price of anarchy, which quantifies the damage to social welfare due to selfish behavior of the participants, has been an important area of research in algorithmic game theory. In this paper, we study this phenomenon in the context of a game modeling queuing systems: routers compete for servers, where packets that do not get service will be resent at future rounds, resulting in a system where the number of packets at each round depends on the success of the routers in the previous rounds. We model this as an (infinitely) repeated …",https://dl.acm.org/doi/abs/10.1145/3391403.3399491
Information Design for Congested Social Services: Optimal Need-Based Persuasion,2020,28,Jerry Anunrojwong/Krishnamurthy Iyer/Vahideh H. Manshadi,"We study the effectiveness of information design in reducing congestion in social services catering to users with varied levels of need. In the absence of price discrimination and centralized admission, the provider relies on sharing information about wait times to improve welfare. We consider a stylized model with heterogeneous users who differ in their private outside options: low-need users have an acceptable outside option to the social service, whereas high-need users have no viable outside option. Upon arrival, a user decides to wait …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.2022.4548
The Equilibrium Existence Duality: Equilibrium with Indivisibilities &amp; Income Effects,2020,12,Elizabeth Baldwin/Omer Edhan/Ravi Jagadeesan/Paul Klemperer/Alexander Teytelboym,Missing,Missing
To Infinity and Beyond: Scaling Economic Theories via Logical Compactness,2020,3,Yannai A. Gonczarowski/Scott Duke Kominers/Ran I. Shorrer,"Many economic-theoretic models incorporate finiteness assumptions that, while introduced for simplicity, play a real role in the analysis. Such assumptions introduce a conceptual problem, as results that rely on finiteness are often implicitly nonrobust; for example, they may depend upon edge effects or artificial boundary conditions. Here, we present a unified method that enables us to remove finiteness assumptions, such as those on market sizes, time horizons, and datasets. We then apply our approach to a variety of matching, exchange …",https://arxiv.org/abs/1906.10333
A Learning Framework for Distribution-Based Game-Theoretic Solution Concepts,2020,12,Tushant Jha/Yair Zick,"The past few years have seen several works exploring learning economic solutions from data; these include optimal auction design, function optimization, stable payoffs in cooperative games and more. In this work, we provide a unified learning-theoretic methodology for modeling such problems, and establish tools for determining whether a given solution concept can be efficiently learned from data. Our learning theoretic framework generalizes a notion of function space dimension---the graph dimension---adapting it to the …",https://dl.acm.org/doi/abs/10.1145/3391403.3399509
An Improved Approximation Algorithm for Maximin Shares,2020,87,Jugal Garg/Setareh Taki,"We study the problem of fair allocation of m indivisible items among n agents with additive valuations using the popular notion of maximin share (MMS) as our measure of fairness. An MMS allocation provides each agent a bundle worth at least her maximin share. While it is known that such an allocation need not exist [5, 7], a series of remarkable work [1-3, 6, 7] provided 2/3 approximation algorithms in which each agent receives a bundle worth at least 2/3 times her maximin share. More recently,[4] showed the existence of 3/4 MMS allocations …",https://dl.acm.org/doi/abs/10.1145/3391403.3399526
Consensus-Halving: Does It Ever Get Easier,2020,20,Aris Filos-Ratsikas/Alexandros Hollender/Katerina Sotiraki/Manolis Zampetakis,"In the ε-Consensus-Halvingproblem, a fundamental problem in fair division, there are n agents with valuations over the interval [0, 1], and the goal is to divide the interval into pieces and assign a label""+"" or""-"" to each piece, such that every agent values the total amount of""+"" and the total amount of""-"" almost equally. The problem was recently proven by Filos-Ratsikas and Goldberg [18, 19] to be the first"" natural"" complete problem for the computational class PPA, answering a decade-old open question. In this paper, we examine …",https://dl.acm.org/doi/abs/10.1145/3391403.3399527
Fair Cake Division Under Monotone Likelihood Ratios,2020,9,Siddharth Barman/Nidhi Rathi,"This work develops algorithmic results for the classic cake-cutting problem in which a divisible, heterogeneous resource (modeled as a cake) needs to be partitioned among agents with distinct preferences. We focus on a standard formulation of cake cutting wherein each agent must receive a contiguous piece of the cake. While multiple hardness results exist in this setup for finding fair/efficient cake divisions, we show that, if the value densities of the agents satisfy the monotone likelihood ratio property (MLRP), then strong algorithmic …",https://dl.acm.org/doi/abs/10.1145/3391403.3399512
Pandora's Box Problem with Order Constraints,2020,20,Shant Boodaghians/Federico Fusco/Philip Lazos/Stefano Leonardi,"The Pandora's Box Problem, originally formalized by Weitzman in 1979, models selection from a set of options each with stochastic parameters, when evaluation (ie sampling) is costly. This includes, for example, the problem of hiring a skilled worker, where only one hire can be made, but the evaluation of each candidate is an expensive procedure. Weitzman showed that the Pandora's Box Problem admits a simple and elegant solution which considers the options in decreasing order of the value it which opening has exactly zero …",https://dl.acm.org/doi/abs/10.1145/3391403.3399501
Product Ranking on Online Platforms,2020,51,Mahsa Derakhshan/Negin Golrezaei/Vahideh H. Manshadi/Vahab S. Mirrokni,"On online platforms, consumers face an abundance of options that are displayed in the form of a position ranking. Only products placed in the first few positions are readily accessible to the consumer, and she needs to exert effort to access more options. For such platforms, we develop a two-stage sequential search model where, in the first stage, the consumer sequentially screens positions to observe the preference weight of the products placed in them and forms a consideration set. In the second stage, she observes the additional …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.2021.4044
Does Quality Improve with Customer Voice? Evidence from the Hotel Industry,2020,5,Uttara Ananthakrishnan/Davide Proserpio/Siddhartha Sharma,"In this paper, we empirically study whether firms improve their quality based on reviews left by their customers in a dynamic quality environment. We do so by analyzing the US hotel industry using data from two major online review platforms: TripAdvisor and Expedia. Using management response as a proxy for whether hotels read and listen to consumer reviews, and a difference-in-differences strategy, we demonstrate that hotels make improvements in quality by paying attention to the reviews they receive. Moreover, we show that these …",https://dl.acm.org/doi/abs/10.1145/3391403.3399469
Matching Algorithms for Blood Donation,2020,13,Duncan C. McElfresh/Christian Kroer/Sergey Pupyrev/Eric Sodomka/Karthik Abinav Sankararaman/Zack Chauvin/Neil Dexter/John P. Dickerson,"Managing perishable inventory, such as blood stock awaiting use by patients in need, has been a topic of research for decades. This has been investigated across several disciplines: medical and social scientists have investigated who donates blood, how frequently, and why; management science researchers have long studied the blood supply chain from a logistical perspective. Yet global demand for blood still far exceeds supply, and unmet need is greatest in low-and middle-income countries. Both academics and policy experts suggest …",https://dl.acm.org/doi/abs/10.1145/3391403.3399458
Unpaired Kidney Exchange: Overcoming Double Coincidence of Wants without Money,2020,16,Mohammad Akbarpour/Julien Combe/Yinghua He/Victor Hiller/Robert Shimer/Olivier Tercieux,"We propose a new matching algorithm--Unpaired kidney exchange--to tackle the problem of double coincidence of wants without using money. The fundamental idea is that"" memory"" can serve as a medium of exchange. In a dynamic matching model with heterogeneous agents, we prove that average waiting time under the Unpaired algorithm is close to optimal, substantially less than the standard pairwise and chain exchange algorithms. We evaluate this algorithm using a rich dataset of kidney patients in France. Counterfactual simulations …",https://dl.acm.org/doi/abs/10.1145/3391403.3399485
Correlation Neglect in Student-to-School Matching,2020,25,Alex Rees-Jones/Ran I. Shorrer/Chloe J. Tergiman,"A growing body of evidence suggests that many people struggle with decision-making in the presence of correlation. In typical examples of this problem, decision-makers are presented with multiple signals that are each influenced both by independent components and information from a common source. The process by which signals are generated induces correlation, and optimal decision-making requires taking it into account. In practice, however, experiments like those of Enke and Zimmermann [1] demonstrate that many …",https://dl.acm.org/doi/abs/10.1145/3391403.3399459
Contagion in Graphons,2020,11,Selman Erol/Francesca Parise/Alexander Teytelboym,… issues we consider threshold contagion over networks sampled from a graphon—a flexible … the contagion outcome can be predicted by only exploiting information about the graphon. To …,https://www.sciencedirect.com/science/article/pii/S0022053123000698
Adversarial Perturbations of Opinion Dynamics in Networks,2020,39,Jason Gaitonde/Jon M. Kleinberg/Éva Tardos,"In this paper, we study the connections between network structure, opinion dynamics, and an adversary's power to artificially induce disagreements. We approach these questions by extending models of opinion formation in the mathematical social sciences to represent scenarios, familiar from recent events, in which external actors have sought to destabilize communities through sophisticated information warfare tactics via fake news and bots. In many instances, the intrinsic goals of these efforts are not necessarily to shift the overall …",https://dl.acm.org/doi/abs/10.1145/3391403.3399490
An Experiment on Network Density and Sequential Learning,2020,10,Krishna Dasaratha/Kevin He,"We conduct a sequential social-learning experiment where subjects each guess a hidden state based on private signals and the guesses of a subset of their predecessors. A network determines the observable predecessors, and we compare subjects' accuracy on sparse and dense networks. Accuracy gains from social learning are twice as large on sparse networks compared to dense networks. Models of naive inference where agents ignore correlation between observations predict this comparative static in network density, while the …",https://www.sciencedirect.com/science/article/pii/S0899825621000439
Menu-size Complexity and Revenue Continuity of Buy-many Mechanisms,2020,12,Shuchi Chawla/Yifeng Teng/Christos Tzamos,"We study the multi-item mechanism design problem where a monopolist sells n heterogeneous items to a single buyer. In recent work, Chawla et al.[2] advocated studying revenue maximization of multi-item mechanisms under the so-called"" buy-many"" constraint. Informally, a mechanism is buy-many if the buyer is allowed to participate in the mechanism any number of times. For example, a buyer interested in purchasing a subset of items may purchase the components of this subset individually. Viewing the mechanism as a function …",https://dl.acm.org/doi/abs/10.1145/3391403.3399453
On the (in-)approximability of Bayesian Revenue Maximization for a Combinatorial Buyer,2020,3,Natalie Collina/S. Matthew Weinberg,Missing,Missing
A General Framework for Endowment Effects in Combinatorial Markets,2020,14,Tomer Ezra/Michal Feldman/Ophir Friedler,"The endowment effect, coined by Nobel Laureate Richard Thaler, posits that people tend to inflate the value of items they own. Recently, Babaioff, Dobzinski and Oren [EC'18] introduced the notion of endowed valuations---valuations that capture the endowment effect---and studied the stability and efficiency of combinatorial markets with endowed valuations. They showed that under a specific formulation of the endowment effect, an endowed equilibrium---market equilibrium with respect to endowed valuations---is guaranteed to exist …",https://dl.acm.org/doi/abs/10.1145/3440968.3440973
Driver Surge Pricing,2020,70,Nikhil Garg/Hamid Nazerzadeh,"… The trips’ rate, distribution, and payment are known to the driver and determined … with surge pricing. Then in Section 2.2, we describe the driver’s strategy space and derive the driver …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.2021.4058
Blind Dynamic Resource Allocation in Closed Networks via Mirror Backpressure,2020,21,Yash Kanoria/Pengyu Qian,"We study the problem of maximizing payoff generated over a period of time in a general class of closed queueing networks with a finite, fixed number of supply units which circulate in the system. Demand arrives stochastically, and serving a demand unit (customer) causes a supply unit to relocate from the``origin''to the``destination''of the customer. The key challenge is to manage the distribution of supply in the network. We consider general controls including customer entry control, pricing, and assignment. Motivating applications …",https://arxiv.org/abs/1903.02764
Spatial Distribution of Supply and the Role of Market Thickness: Theory and Evidence from Ridesharing,2020,20,Soheil Ghili/Vineet Kumar,Missing,Missing
Ordered Search with Boundedly Rational Consumers,2020,0,Mauro Papi,"The literature on ordered search has assumed consumers to search optimally. In contrast, I investigate a price-competition model in which consumers are boundedly rational and firms use persuasive advertising to influence the consumers' aspiration price, ie, the price regarded as' satisfactory'. I consider various variants of the model capturing different consumers' second-best strategies if they do not find any satisfactory price. I derive a number of results including (i) predictions about the correlation between firm prominence …",https://dl.acm.org/doi/abs/10.1145/3391403.3399461
Finite State Machines Play Extensive-Form Games,2020,5,Jakub Cerný/Branislav Bosanský/Bo An,"Finite state machines are a well-known representation of strategies in (in) finitely repeated or stochastic games. Actions of players correspond to states in the machine and the transition between machine-states are caused by observations in the game. For extensive-form games (EFGs), machines can act as a formal grounding for abstraction methods used for solving large EFGs and as a domain-independent approach for generating sufficiently compact abstractions. We show that using machines of a restricted size in EFGs can both (i) reduce …",https://dl.acm.org/doi/abs/10.1145/3391403.3399517
A Formal Separation Between Strategic and Nonstrategic Behavior,2020,11,James R. Wright/Kevin Leyton-Brown,"It is common in multiagent systems to make a distinction between"" strategic"" behavior and other forms of intentional but"" nonstrategic"" behavior: typically, that strategic agents model other agents while nonstrategic agents do not. However, a crisp boundary between these concepts has proven elusive. This problem is pervasive throughout the game theoretic literature on bounded rationality and particularly critical in parts of the behavioral game theory literature that make an explicit distinction between the behavior of"" nonstrategic"" level …",https://dl.acm.org/doi/abs/10.1145/3391403.3399525
Voluntary Disclosure and Personalized Pricing,2020,95,S. Nageeb Ali/Greg Lewis/Shoshana Vasserman,"A concern central to the economics of privacy is that firms may use consumer data to price discriminate. A common response is that consumers should have control over their data and the ability to choose how firms access it. Since firms draw inferences based on both the data seen as well as the consumer's disclosure choices, the strategic implications of this proposal are unclear. We investigate whether such measures improve consumer welfare in monopolistic and competitive environments. We find that consumer control can guarantee …",https://dl.acm.org/doi/abs/10.1145/3391403.3399457
Dynamic Privacy Choices,2020,19,Shota Ichihashi,"… I study a dynamic model of consumer privacy and platform data collection. In each period, … privacy, a platform is able to collect much information by gradually lowering the level of privacy …",https://dl.acm.org/doi/abs/10.1145/3391403.3399493
Differentially Private Call Auctions and Market Impact,2020,4,Emily Diana/Hadi Elzayn/Michael Kearns/Aaron Roth/Saeed Sharifi-Malvajerdi/Juba Ziani,We propose and analyze differentially private (DP) mechanisms for call auctions as an alternative to the complex and ad-hoc privacy efforts that are common in modern electronic markets. We prove that the number of shares cleared in the DP mechanisms compares favorably to the non-private optimal and provide a matching lower bound. We analyze the incentive properties of our mechanisms and their behavior under natural no-regret learning dynamics by market participants. We include simulation results and connections to the …,https://dl.acm.org/doi/abs/10.1145/3391403.3399500
Two-sided Random Matching Markets: Ex-ante Equivalence of the Deferred Acceptance Procedures,2020,3,Simon Mauras,"Stable matching in a community consisting of men and women is a classical combinatorial problem that has been the subject of intense theoretical and empirical study since its introduction in 1962 in a seminal work by Gale and Shapley. When the input preference profile is generated from a distribution, we study the output distribution of two stable matching procedures: women-proposing-deferred-acceptance and men-proposing-deferred-acceptance. We show that the two procedures are ex-ante equivalent—that is, under certain …",https://dl.acm.org/doi/abs/10.1145/3485010
